Hair_Color,Region_Climate,Companion_Pet,Core_Value,Weapon,House
Silver,Temperate,Lion,Loyalty,Warhammer,Lannister
Silver,Cold,Cat,Power,Valyrian Steel,Targaryen
Blonde,Temperate,Stag,Power,Dagger,Baratheon
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Black,Windy,Stag,Loyalty,Axe,Baratheon
Blonde,Temperate,Cat,Wealth,Axe,Lannister
Black,Cold,Direwolf,Honor,Warhammer,Stark
Brown,Cold,None,Power,Bow,Stark
Blonde,Temperate,Lion,Justice,Dagger,Lannister
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Auburn,Temperate,Direwolf,Honor,Bow,Stark
Black,Humid,Direwolf,Power,Warhammer,Baratheon
Black,Windy,Stag,Honor,Axe,Baratheon
Red,Humid,Dragon,Power,Axe,Targaryen
Auburn,Windy,Stag,Knowledge,Dagger,Baratheon
Brown,Cold,Direwolf,Justice,Dagger,Stark
Blonde,Temperate,None,Ambition,Valyrian Steel,Lannister
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Blonde,Temperate,None,Wealth,Warhammer,Lannister
Blonde,Temperate,Raven,Power,Valyrian Steel,Lannister
Blonde,Humid,Lion,Power,Valyrian Steel,Lannister
Blonde,Temperate,Lion,Wealth,Valyrian Steel,Lannister
Brown,Windy,Direwolf,Knowledge,Axe,Stark
Blonde,Temperate,None,Ambition,Valyrian Steel,Lannister
Black,Windy,None,Power,Valyrian Steel,Baratheon
Blonde,Hot,None,Wealth,Valyrian Steel,Lannister
Blonde,Hot,Cat,Power,Axe,Lannister
Blonde,Temperate,Lion,Justice,Dagger,Lannister
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Blonde,Temperate,Stag,Wealth,Sword,Lannister
Blonde,Windy,Stag,Justice,Warhammer,Baratheon
Silver,Windy,None,Ambition,Bow,Targaryen
Black,Cold,Raven,Honor,Sword,Stark
Black,Cold,Cat,Knowledge,Sword,Stark
Blonde,Temperate,Raven,Knowledge,Valyrian Steel,Lannister
Black,Windy,Raven,Justice,Sword,Targaryen
Brown,Windy,Lion,Ambition,Valyrian Steel,Baratheon
Silver,Windy,Dragon,Loyalty,Valyrian Steel,Targaryen
Black,Humid,Cat,Ambition,Warhammer,Baratheon
Red,Cold,Stag,Honor,Axe,Baratheon
Auburn,Hot,Lion,Wealth,Warhammer,Lannister
Blonde,Hot,None,Wealth,Valyrian Steel,Lannister
Silver,Temperate,Lion,Ambition,Dagger,Lannister
Silver,Cold,Dragon,Knowledge,Valyrian Steel,Targaryen
Blonde,Temperate,Raven,Power,Valyrian Steel,Lannister
Blonde,Temperate,Lion,Wealth,Warhammer,Lannister
Black,Temperate,Direwolf,Honor,Sword,Stark
Silver,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Black,Temperate,Stag,Wealth,Axe,Baratheon
Blonde,Temperate,Lion,Knowledge,Axe,Lannister
Blonde,Cold,Lion,Wealth,Valyrian Steel,Lannister
Silver,Humid,Raven,Ambition,Valyrian Steel,Targaryen
Blonde,Temperate,Cat,Power,Dagger,Lannister
Red,Windy,Raven,Justice,Sword,Baratheon
Brown,Hot,Direwolf,Loyalty,Sword,Stark
Brown,Cold,Direwolf,Honor,Bow,Stark
Silver,Hot,Dragon,Ambition,Dagger,Targaryen
Silver,Hot,None,Ambition,Warhammer,Targaryen
Red,Temperate,Direwolf,Honor,Warhammer,Stark
Silver,Hot,Cat,Power,Axe,Targaryen
Red,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Brown,Cold,None,Ambition,Warhammer,Baratheon
Brown,Temperate,Dragon,Justice,Axe,Targaryen
Brown,Temperate,Direwolf,Ambition,Spear,Stark
Brown,Temperate,Lion,Wealth,Dagger,Lannister
Brown,Hot,Cat,Ambition,Sword,Lannister
Auburn,Cold,Direwolf,Loyalty,Bow,Stark
Black,Cold,Stag,Loyalty,Axe,Baratheon
Brown,Humid,Lion,Power,Dagger,Lannister
Red,Temperate,Cat,Power,Sword,Baratheon
Blonde,Cold,Direwolf,Loyalty,Bow,Stark
Silver,Temperate,Dragon,Power,Valyrian Steel,Targaryen
Brown,Cold,Direwolf,Loyalty,Sword,Stark
Blonde,Temperate,Lion,Power,Dagger,Lannister
Black,Windy,Stag,Justice,Warhammer,Baratheon
Brown,Temperate,None,Ambition,Sword,Lannister
Silver,Hot,Dragon,Ambition,Axe,Targaryen
Brown,Cold,Direwolf,Honor,Bow,Stark
Blonde,Windy,Raven,Wealth,Bow,Lannister
Blonde,Temperate,Lion,Ambition,Bow,Lannister
Brown,Temperate,Lion,Knowledge,Sword,Lannister
Silver,Humid,None,Justice,Valyrian Steel,Targaryen
Blonde,Temperate,Raven,Ambition,Sword,Lannister
Brown,Windy,None,Power,Sword,Baratheon
Black,Cold,Cat,Justice,Axe,Stark
Black,Cold,Direwolf,Power,Sword,Stark
Blonde,Temperate,Stag,Power,Dagger,Lannister
Black,Humid,Cat,Loyalty,Valyrian Steel,Baratheon
Blonde,Temperate,Cat,Wealth,Sword,Lannister
Blonde,Temperate,Raven,Power,Sword,Lannister
Silver,Temperate,Lion,Wealth,Warhammer,Lannister
Brown,Cold,Stag,Justice,Sword,Baratheon
Red,Cold,None,Power,Warhammer,Baratheon
Blonde,Temperate,None,Honor,Warhammer,Lannister
Black,Cold,Direwolf,Honor,Sword,Stark
Black,Cold,None,Honor,Valyrian Steel,Stark
Silver,Humid,None,Power,Valyrian Steel,Targaryen
Silver,Humid,Dragon,Ambition,Valyrian Steel,Targaryen
Blonde,Temperate,None,Power,Valyrian Steel,Lannister
Blonde,Temperate,Lion,Wealth,Axe,Lannister
Silver,Temperate,Dragon,Power,Valyrian Steel,Targaryen
Black,Windy,Cat,Honor,Bow,Stark
Brown,Temperate,Lion,Loyalty,Spear,Lannister
Black,Cold,Direwolf,Honor,Bow,Stark
Brown,Cold,Direwolf,Loyalty,Dagger,Stark
Black,Temperate,Cat,Ambition,Axe,Baratheon
Black,Windy,None,Ambition,Valyrian Steel,Baratheon
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Blonde,Temperate,None,Wealth,Spear,Lannister
Brown,Cold,Direwolf,Honor,Sword,Stark
Black,Humid,Direwolf,Knowledge,Dagger,Baratheon
Blonde,Temperate,Raven,Ambition,Dagger,Lannister
Silver,Hot,Dragon,Power,Axe,Targaryen
Blonde,Humid,Lion,Power,Valyrian Steel,Lannister
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Black,Cold,Cat,Wealth,Spear,Stark
Blonde,Temperate,Cat,Ambition,Sword,Lannister
Blonde,Temperate,Dragon,Wealth,Valyrian Steel,Lannister
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Black,Hot,Raven,Power,Warhammer,Baratheon
Brown,Cold,Cat,Loyalty,Sword,Stark
Silver,Hot,Dragon,Honor,Valyrian Steel,Targaryen
Blonde,Temperate,None,Wealth,Bow,Lannister
Blonde,Temperate,Lion,Wealth,Valyrian Steel,Lannister
Silver,Humid,Raven,Power,Valyrian Steel,Targaryen
Black,Temperate,Stag,Wealth,Warhammer,Baratheon
Brown,Hot,Cat,Knowledge,Sword,Lannister
Blonde,Cold,Dragon,Ambition,Valyrian Steel,Lannister
Brown,Temperate,Direwolf,Honor,Valyrian Steel,Stark
Blonde,Temperate,None,Wealth,Bow,Lannister
Red,Cold,Direwolf,Justice,Sword,Stark
Red,Windy,Stag,Loyalty,Warhammer,Baratheon
Black,Windy,Stag,Wealth,Spear,Baratheon
Silver,Hot,None,Power,Valyrian Steel,Targaryen
Blonde,Temperate,None,Power,Valyrian Steel,Lannister
Black,Cold,Direwolf,Honor,Axe,Stark
Black,Cold,Direwolf,Justice,Spear,Stark
Auburn,Hot,Lion,Wealth,Warhammer,Lannister
Silver,Humid,Dragon,Justice,Valyrian Steel,Targaryen
Auburn,Cold,Cat,Justice,Spear,Stark
Silver,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Silver,Hot,Raven,Knowledge,Valyrian Steel,Targaryen
Silver,Hot,None,Power,Valyrian Steel,Targaryen
Black,Humid,Direwolf,Loyalty,Warhammer,Stark
Red,Temperate,Cat,Wealth,Spear,Baratheon
Black,Windy,Stag,Loyalty,Valyrian Steel,Baratheon
Brown,Humid,Direwolf,Honor,Axe,Stark
Blonde,Hot,Cat,Ambition,Valyrian Steel,Lannister
Black,Hot,Dragon,Justice,Bow,Targaryen
Blonde,Temperate,Lion,Power,Sword,Lannister
Black,Temperate,Direwolf,Wealth,Axe,Stark
Auburn,Temperate,Raven,Ambition,Valyrian Steel,Lannister
Black,Cold,Direwolf,Loyalty,Dagger,Stark
Silver,Humid,Stag,Ambition,Sword,Targaryen
Black,Cold,Direwolf,Justice,Bow,Stark
Black,Temperate,Direwolf,Power,Warhammer,Baratheon
Brown,Cold,None,Honor,Sword,Stark
Black,Cold,None,Knowledge,Axe,Stark
Blonde,Temperate,None,Ambition,Valyrian Steel,Lannister
Black,Temperate,Direwolf,Power,Sword,Baratheon
Blonde,Hot,None,Ambition,Sword,Lannister
Brown,Cold,Direwolf,Honor,Sword,Stark
Blonde,Temperate,Raven,Wealth,Bow,Lannister
Black,Temperate,Stag,Loyalty,Sword,Stark
Silver,Hot,Dragon,Knowledge,Valyrian Steel,Targaryen
Silver,Humid,Dragon,Wealth,Valyrian Steel,Targaryen
Black,Humid,Stag,Knowledge,Warhammer,Baratheon
Silver,Hot,Stag,Power,Warhammer,Baratheon
Black,Hot,Stag,Honor,Warhammer,Baratheon
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Red,Hot,Stag,Power,Axe,Baratheon
Brown,Cold,None,Honor,Spear,Stark
Silver,Humid,Raven,Justice,Dagger,Targaryen
Black,Cold,Lion,Wealth,Bow,Lannister
Black,Humid,Direwolf,Loyalty,Sword,Stark
Auburn,Windy,Stag,Honor,Valyrian Steel,Baratheon
Auburn,Windy,Stag,Justice,Axe,Baratheon
Silver,Windy,Dragon,Power,Valyrian Steel,Targaryen
Silver,Hot,Direwolf,Ambition,Valyrian Steel,Targaryen
Black,Windy,Stag,Loyalty,Dagger,Baratheon
Brown,Temperate,Lion,Wealth,Sword,Lannister
Silver,Temperate,Lion,Ambition,Valyrian Steel,Targaryen
Auburn,Humid,None,Power,Bow,Lannister
Black,Temperate,Stag,Honor,Valyrian Steel,Baratheon
Silver,Humid,Dragon,Honor,Valyrian Steel,Targaryen
Silver,Humid,Dragon,Power,Bow,Targaryen
Brown,Hot,Lion,Power,Valyrian Steel,Lannister
Black,Windy,Direwolf,Justice,Bow,Stark
Silver,Hot,Dragon,Power,Bow,Targaryen
Black,Cold,Direwolf,Honor,Sword,Stark
Brown,Cold,Stag,Honor,Sword,Stark
Brown,Cold,Raven,Knowledge,Warhammer,Baratheon
Silver,Windy,Dragon,Ambition,Valyrian Steel,Targaryen
Black,Cold,Direwolf,Knowledge,Axe,Stark
Blonde,Humid,Direwolf,Loyalty,Dagger,Stark
Silver,Humid,Dragon,Justice,Spear,Targaryen
Blonde,Hot,Lion,Wealth,Bow,Lannister
Auburn,Windy,Stag,Knowledge,Axe,Baratheon
Black,Humid,Stag,Knowledge,Dagger,Baratheon
Blonde,Temperate,Lion,Wealth,Sword,Lannister
Silver,Humid,Raven,Ambition,Valyrian Steel,Targaryen
Blonde,Temperate,Stag,Ambition,Valyrian Steel,Lannister
Black,Cold,Direwolf,Honor,Valyrian Steel,Stark
Auburn,Cold,Stag,Honor,Sword,Stark
Blonde,Temperate,Lion,Wealth,Sword,Lannister
Silver,Cold,Dragon,Justice,Dagger,Targaryen
Brown,Humid,Cat,Loyalty,Bow,Stark
Blonde,Temperate,Raven,Justice,Bow,Lannister
Brown,Cold,Cat,Honor,Sword,Stark
Blonde,Hot,Stag,Ambition,Warhammer,Lannister
Silver,Humid,Dragon,Knowledge,Axe,Targaryen
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Black,Windy,Stag,Honor,Spear,Baratheon
Black,Windy,Stag,Justice,Sword,Baratheon
Silver,Humid,None,Ambition,Sword,Targaryen
Blonde,Temperate,Lion,Wealth,Dagger,Lannister
Black,Windy,Stag,Loyalty,Warhammer,Baratheon
Blonde,Temperate,Lion,Ambition,Valyrian Steel,Lannister
Black,Cold,Direwolf,Loyalty,Sword,Stark
Black,Temperate,Raven,Power,Valyrian Steel,Lannister
Black,Cold,Raven,Justice,Warhammer,Baratheon
Red,Cold,Lion,Justice,Sword,Stark
Black,Windy,Stag,Justice,Sword,Baratheon
Silver,Hot,Dragon,Ambition,Axe,Targaryen
Silver,Windy,Dragon,Power,Spear,Targaryen
Blonde,Temperate,None,Knowledge,Dagger,Lannister
Brown,Cold,Cat,Honor,Bow,Stark
Brown,Temperate,Cat,Wealth,Valyrian Steel,Lannister
Black,Humid,None,Loyalty,Dagger,Baratheon
Silver,Temperate,None,Power,Sword,Targaryen
Silver,Temperate,Dragon,Justice,Valyrian Steel,Targaryen
Auburn,Cold,Stag,Ambition,Axe,Baratheon
Silver,Hot,None,Knowledge,Valyrian Steel,Targaryen
Black,Temperate,Stag,Ambition,Warhammer,Baratheon
Silver,Hot,None,Justice,Axe,Targaryen
Red,Humid,None,Justice,Axe,Stark
Silver,Temperate,Raven,Knowledge,Valyrian Steel,Targaryen
Blonde,Temperate,Lion,Wealth,Sword,Lannister
Black,Temperate,Stag,Loyalty,Bow,Baratheon
Silver,Hot,Dragon,Justice,Valyrian Steel,Targaryen
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Silver,Humid,None,Power,Valyrian Steel,Targaryen
Auburn,Cold,Direwolf,Loyalty,Axe,Stark
Black,Temperate,Stag,Power,Axe,Baratheon
Silver,Humid,None,Power,Valyrian Steel,Targaryen
Blonde,Temperate,None,Knowledge,Valyrian Steel,Lannister
Red,Windy,Stag,Power,Axe,Baratheon
Brown,Cold,Direwolf,Justice,Valyrian Steel,Stark
Black,Cold,Direwolf,Loyalty,Axe,Stark
Brown,Humid,Dragon,Ambition,Warhammer,Targaryen
Blonde,Temperate,Lion,Wealth,Valyrian Steel,Lannister
Silver,Cold,None,Honor,Valyrian Steel,Targaryen
Silver,Hot,Direwolf,Power,Sword,Targaryen
Silver,Hot,Dragon,Power,Sword,Targaryen
Black,Temperate,Direwolf,Loyalty,Bow,Stark
Blonde,Hot,Lion,Wealth,Dagger,Lannister
Blonde,Temperate,Stag,Power,Dagger,Lannister
Silver,Hot,Stag,Justice,Warhammer,Targaryen
Brown,Temperate,Lion,Ambition,Sword,Lannister
Silver,Windy,Dragon,Loyalty,Warhammer,Targaryen
Blonde,Temperate,Stag,Wealth,Warhammer,Lannister
Silver,Windy,Dragon,Justice,Valyrian Steel,Targaryen
Blonde,Temperate,Lion,Power,Warhammer,Lannister
Silver,Temperate,None,Power,Valyrian Steel,Targaryen
Red,Cold,Direwolf,Honor,Dagger,Stark
Black,Windy,Stag,Loyalty,Warhammer,Baratheon
Blonde,Humid,None,Justice,Valyrian Steel,Lannister
Auburn,Cold,None,Power,Axe,Stark
Blonde,Temperate,None,Ambition,Sword,Lannister
Silver,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Blonde,Temperate,Stag,Wealth,Sword,Lannister
Auburn,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Brown,Hot,Raven,Power,Dagger,Targaryen
Blonde,Humid,None,Wealth,Sword,Lannister
Blonde,Temperate,None,Justice,Warhammer,Lannister
Black,Temperate,Stag,Loyalty,Warhammer,Baratheon
Black,Cold,None,Wealth,Dagger,Stark
Silver,Hot,None,Knowledge,Valyrian Steel,Targaryen
Black,Humid,Raven,Justice,Spear,Stark
Auburn,Windy,Stag,Power,Valyrian Steel,Baratheon
Blonde,Temperate,Cat,Power,Sword,Lannister
Black,Windy,Stag,Honor,Axe,Baratheon
Silver,Windy,Dragon,Power,Bow,Targaryen
Brown,Humid,Direwolf,Honor,Bow,Stark
Red,Temperate,Raven,Wealth,Bow,Lannister
Blonde,Hot,Lion,Knowledge,Sword,Lannister
Black,Windy,Raven,Justice,Dagger,Baratheon
Silver,Temperate,Dragon,Power,Valyrian Steel,Targaryen
Brown,Cold,Direwolf,Loyalty,Sword,Stark
Silver,Windy,Raven,Justice,Sword,Targaryen
Blonde,Cold,Lion,Power,Bow,Lannister
Auburn,Temperate,Lion,Wealth,Dagger,Lannister
Brown,Cold,Raven,Loyalty,Axe,Stark
Blonde,Hot,Stag,Wealth,Sword,Lannister
Brown,Cold,Direwolf,Wealth,Axe,Stark
Auburn,Humid,Direwolf,Power,Warhammer,Baratheon
Silver,Temperate,Lion,Power,Valyrian Steel,Targaryen
Blonde,Cold,Lion,Knowledge,Bow,Lannister
Silver,Hot,Dragon,Knowledge,Valyrian Steel,Targaryen
Blonde,Temperate,Lion,Wealth,Sword,Lannister
Brown,Hot,Lion,Justice,Dagger,Lannister
Brown,Windy,Lion,Power,Sword,Baratheon
Silver,Humid,Dragon,Ambition,Sword,Targaryen
Black,Cold,Direwolf,Loyalty,Sword,Stark
Brown,Temperate,None,Justice,Sword,Lannister
Blonde,Hot,Cat,Power,Valyrian Steel,Lannister
Auburn,Cold,Direwolf,Justice,Dagger,Stark
Black,Cold,Direwolf,Justice,Sword,Stark
Silver,Cold,None,Ambition,Valyrian Steel,Targaryen
Black,Cold,Direwolf,Power,Valyrian Steel,Stark
Auburn,Humid,Dragon,Ambition,Valyrian Steel,Targaryen
Black,Temperate,None,Loyalty,Warhammer,Baratheon
Black,Humid,Stag,Loyalty,Warhammer,Baratheon
Blonde,Hot,Lion,Ambition,Warhammer,Lannister
Black,Temperate,Stag,Honor,Valyrian Steel,Baratheon
Brown,Cold,Direwolf,Honor,Axe,Stark
Silver,Windy,Dragon,Knowledge,Valyrian Steel,Targaryen
Red,Cold,Direwolf,Honor,Axe,Stark
Blonde,Temperate,Lion,Ambition,Sword,Lannister
Black,Windy,Stag,Loyalty,Bow,Baratheon
Black,Cold,Direwolf,Knowledge,Axe,Stark
Silver,Humid,Dragon,Knowledge,Warhammer,Targaryen
Black,Cold,Stag,Power,Warhammer,Baratheon
Black,Temperate,Stag,Loyalty,Axe,Baratheon
Silver,Hot,Dragon,Ambition,Axe,Targaryen
Black,Windy,None,Justice,Axe,Baratheon
Brown,Cold,Direwolf,Justice,Sword,Stark
Black,Cold,Direwolf,Honor,Bow,Stark
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Brown,Cold,Direwolf,Ambition,Valyrian Steel,Stark
Blonde,Temperate,None,Wealth,Dagger,Lannister
Blonde,Hot,Lion,Wealth,Dagger,Lannister
Silver,Hot,None,Power,Valyrian Steel,Targaryen
Silver,Windy,Raven,Knowledge,Valyrian Steel,Targaryen
Silver,Humid,Dragon,Power,Axe,Targaryen
Black,Humid,Direwolf,Loyalty,Axe,Stark
Black,Windy,Stag,Justice,Warhammer,Baratheon
Brown,Cold,Direwolf,Knowledge,Bow,Stark
Red,Cold,None,Loyalty,Bow,Stark
Blonde,Windy,Lion,Ambition,Valyrian Steel,Lannister
Auburn,Hot,None,Ambition,Sword,Targaryen
Black,Humid,Stag,Wealth,Dagger,Baratheon
Black,Temperate,Direwolf,Power,Warhammer,Baratheon
Auburn,Humid,Dragon,Justice,Valyrian Steel,Targaryen
Silver,Windy,Cat,Power,Valyrian Steel,Targaryen
Black,Cold,Direwolf,Honor,Sword,Stark
Silver,Windy,Dragon,Loyalty,Valyrian Steel,Targaryen
Brown,Temperate,Direwolf,Ambition,Warhammer,Stark
Black,Cold,Direwolf,Power,Axe,Stark
Auburn,Cold,Direwolf,Honor,Axe,Stark
Blonde,Temperate,None,Justice,Axe,Lannister
Blonde,Hot,Lion,Ambition,Dagger,Lannister
Blonde,Windy,None,Wealth,Axe,Lannister
Blonde,Hot,None,Loyalty,Valyrian Steel,Lannister
Auburn,Temperate,Direwolf,Loyalty,Sword,Stark
Silver,Hot,Lion,Ambition,Axe,Targaryen
Black,Cold,None,Justice,Axe,Stark
Silver,Humid,Dragon,Power,Valyrian Steel,Targaryen
Brown,Temperate,Direwolf,Wealth,Valyrian Steel,Stark
Silver,Hot,Stag,Loyalty,Bow,Targaryen
Auburn,Temperate,None,Loyalty,Valyrian Steel,Lannister
Brown,Cold,Direwolf,Power,Bow,Stark
Auburn,Cold,Stag,Power,Spear,Baratheon
Black,Windy,Stag,Ambition,Warhammer,Baratheon
Black,Temperate,Stag,Honor,Axe,Stark
Black,Cold,Direwolf,Ambition,Dagger,Stark
Brown,Windy,Stag,Loyalty,Valyrian Steel,Baratheon
Blonde,Humid,None,Ambition,Valyrian Steel,Targaryen
Red,Temperate,Stag,Power,Valyrian Steel,Targaryen
Silver,Hot,Dragon,Power,Spear,Targaryen
Black,Humid,None,Power,Axe,Baratheon
Silver,Windy,None,Ambition,Axe,Targaryen
Black,Cold,Lion,Loyalty,Sword,Stark
Black,Humid,Stag,Power,Spear,Baratheon
Black,Temperate,None,Honor,Bow,Stark
Auburn,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Brown,Cold,Direwolf,Knowledge,Valyrian Steel,Stark
Blonde,Temperate,None,Wealth,Dagger,Lannister
Brown,Cold,Direwolf,Honor,Valyrian Steel,Stark
Silver,Humid,None,Power,Valyrian Steel,Targaryen
Black,Humid,Direwolf,Honor,Bow,Stark
Silver,Humid,None,Ambition,Axe,Targaryen
Black,Temperate,Lion,Loyalty,Sword,Baratheon
Black,Cold,Direwolf,Loyalty,Dagger,Stark
Black,Windy,Direwolf,Ambition,Sword,Stark
Black,Humid,Cat,Loyalty,Axe,Baratheon
Silver,Cold,Direwolf,Knowledge,Sword,Targaryen
Silver,Hot,Dragon,Knowledge,Sword,Targaryen
Black,Windy,Direwolf,Loyalty,Sword,Stark
Brown,Cold,None,Justice,Dagger,Stark
Silver,Hot,None,Ambition,Valyrian Steel,Targaryen
Black,Windy,Direwolf,Wealth,Sword,Stark
Black,Windy,Stag,Justice,Warhammer,Baratheon
Brown,Cold,Direwolf,Ambition,Bow,Stark
Blonde,Temperate,None,Wealth,Valyrian Steel,Lannister
Black,Temperate,None,Power,Sword,Baratheon
Brown,Temperate,Direwolf,Honor,Valyrian Steel,Stark
Silver,Humid,Dragon,Ambition,Dagger,Targaryen
Brown,Cold,None,Honor,Valyrian Steel,Stark
Black,Windy,Stag,Justice,Dagger,Baratheon
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Silver,Hot,Dragon,Wealth,Valyrian Steel,Targaryen
Black,Cold,Stag,Ambition,Warhammer,Baratheon
Silver,Humid,Cat,Power,Valyrian Steel,Targaryen
Blonde,Humid,Direwolf,Ambition,Axe,Stark
Brown,Cold,Direwolf,Honor,Bow,Stark
Black,Cold,Direwolf,Justice,Bow,Stark
Silver,Humid,Dragon,Justice,Valyrian Steel,Targaryen
Black,Temperate,Stag,Honor,Dagger,Baratheon
Brown,Windy,Direwolf,Loyalty,Axe,Stark
Auburn,Hot,None,Wealth,Dagger,Lannister
Black,Cold,Raven,Justice,Bow,Stark
Auburn,Cold,Direwolf,Honor,Bow,Stark
Black,Humid,Stag,Justice,Warhammer,Baratheon
Black,Cold,Direwolf,Loyalty,Sword,Stark
Brown,Cold,Raven,Honor,Sword,Stark
Black,Windy,Stag,Loyalty,Warhammer,Baratheon
Brown,Temperate,Lion,Power,Dagger,Lannister
Black,Cold,Direwolf,Loyalty,Axe,Stark
Black,Humid,Raven,Loyalty,Dagger,Baratheon
Black,Cold,None,Honor,Valyrian Steel,Stark
Silver,Hot,None,Justice,Bow,Targaryen
Blonde,Cold,Cat,Ambition,Spear,Lannister
Silver,Hot,Dragon,Ambition,Valyrian Steel,Targaryen
Black,Hot,Dragon,Loyalty,Valyrian Steel,Targaryen
Auburn,Cold,Direwolf,Justice,Sword,Stark
Black,Hot,None,Justice,Dagger,Baratheon
Silver,Humid,Dragon,Ambition,Valyrian Steel,Targaryen
Blonde,Temperate,None,Power,Valyrian Steel,Lannister
Brown,Temperate,Direwolf,Knowledge,Axe,Stark
Auburn,Temperate,Raven,Power,Axe,Baratheon
Black,Windy,Stag,Honor,Dagger,Baratheon
Brown,Cold,Direwolf,Honor,Bow,Stark
Silver,Humid,None,Ambition,Valyrian Steel,Targaryen
Black,Humid,Lion,Loyalty,Spear,Stark
Blonde,Hot,Raven,Power,Valyrian Steel,Lannister
Blonde,Hot,None,Power,Sword,Lannister
Brown,Cold,Raven,Justice,Warhammer,Stark
Brown,Temperate,Lion,Honor,Spear,Lannister
Black,Temperate,None,Honor,Warhammer,Baratheon
Black,Humid,Lion,Power,Bow,Lannister
Black,Cold,Direwolf,Loyalty,Axe,Stark
Blonde,Humid,None,Knowledge,Valyrian Steel,Lannister
Blonde,Temperate,Cat,Power,Spear,Lannister
Auburn,Humid,Cat,Power,Sword,Baratheon
Blonde,Cold,None,Wealth,Warhammer,Lannister
Black,Humid,Direwolf,Justice,Valyrian Steel,Stark
Blonde,Hot,None,Power,Valyrian Steel,Lannister
Silver,Hot,None,Ambition,Sword,Targaryen
Blonde,Temperate,None,Honor,Sword,Lannister
Blonde,Temperate,Lion,Wealth,Bow,Lannister
Blonde,Humid,Stag,Wealth,Valyrian Steel,Lannister
Blonde,Temperate,Cat,Ambition,Valyrian Steel,Lannister
Black,Cold,None,Justice,Sword,Stark
Brown,Cold,Direwolf,Honor,Axe,Stark
Red,Hot,Stag,Justice,Sword,Baratheon
Silver,Hot,Dragon,Wealth,Valyrian Steel,Targaryen
Black,Cold,None,Power,Axe,Stark
Silver,Temperate,Raven,Power,Sword,Targaryen
Silver,Hot,Dragon,Knowledge,Valyrian Steel,Targaryen
Silver,Humid,Dragon,Power,Warhammer,Targaryen
Red,Hot,Lion,Honor,Sword,Lannister
Black,Cold,Raven,Loyalty,Sword,Stark
Blonde,Hot,None,Ambition,Dagger,Lannister
Silver,Hot,Dragon,Power,Valyrian Steel,Targaryen
Black,Cold,Direwolf,Honor,Sword,Stark
Black,Windy,Direwolf,Honor,Axe,Stark
Brown,Temperate,Stag,Ambition,Warhammer,Baratheon
Auburn,Humid,Dragon,Power,Valyrian Steel,Targaryen
Black,Windy,Stag,Knowledge,Warhammer,Baratheon
Silver,Cold,Direwolf,Honor,Bow,Stark
Red,Windy,Lion,Knowledge,Sword,Lannister
Black,Windy,None,Honor,Sword,Stark
Brown,Cold,Direwolf,Loyalty,Bow,Stark
Brown,Humid,Raven,Ambition,Axe,Baratheon
Auburn,Temperate,Lion,Wealth,Valyrian Steel,Lannister
Auburn,Hot,Dragon,Loyalty,Valyrian Steel,Targaryen
Black,Cold,Direwolf,Justice,Spear,Stark
Black,Windy,Raven,Power,Valyrian Steel,Baratheon
Auburn,Hot,None,Power,Sword,Lannister
Blonde,Hot,None,Ambition,Sword,Lannister
Red,Windy,Stag,Honor,Sword,Baratheon
Silver,Windy,Dragon,Power,Valyrian Steel,Targaryen
Red,Windy,Stag,Loyalty,Warhammer,Baratheon
Blonde,Temperate,Direwolf,Knowledge,Sword,Lannister
Black,Cold,Direwolf,Loyalty,Sword,Stark
Brown,Cold,Direwolf,Honor,Valyrian Steel,Stark
Silver,Temperate,None,Ambition,Warhammer,Targaryen
Silver,Humid,Dragon,Power,Sword,Targaryen
Blonde,Temperate,None,Justice,Valyrian Steel,Baratheon
Red,Temperate,Raven,Ambition,Bow,Baratheon
Red,Cold,None,Honor,Sword,Stark
Blonde,Temperate,Cat,Wealth,Sword,Lannister
Blonde,Hot,Lion,Wealth,Dagger,Lannister
Black,Cold,Raven,Justice,Warhammer,Stark
Blonde,Temperate,Raven,Justice,Sword,Lannister
Brown,Temperate,Raven,Loyalty,Valyrian Steel,Stark
Auburn,Windy,None,Wealth,Sword,Lannister
Blonde,Hot,Lion,Wealth,Valyrian Steel,Lannister
Black,Cold,Direwolf,Honor,Valyrian Steel,Stark
